#cm^-1	220119 CaF2 5pc av
1351	8.797372659804144e-5
1352	9.150101323029956e-5
1353	8.746965734947781e-5
1354	8.544993033865468e-5
1355	8.991225816619895e-5
1356	8.868522248424902e-5
1357	8.762692474798926e-5
1358	9.004119904905873e-5
1359	9.024105444647527e-5
1360	8.885400772366363e-5
1361	8.433973562205216e-5
1362	9.281144472576364e-5
1363	8.940589274667827e-5
1364	9.295244793368823e-5
1365	9.092208044118405e-5
1366	8.953825757392529e-5
1367	9.272794583618325e-5
1368	9.308599267872834e-5
1369	9.290242329977148e-5
1370	0.0001005478467656454
1371	9.846705324889637e-5
1372	9.781832826168594e-5
1373	0.0001002215619034056
1374	0.0001042014888904911
1375	0.0001007975364094212
1376	0.0001016384806765321
1377	9.498651585696892e-5
1378	0.0001051704487811851
1379	0.0001055530234831774
1380	0.0001029371451295447
1381	0.0001004232381092152
1382	0.0001082124017557363
1383	0.0001107156434348629
1384	0.0001185993248024413
1385	9.927767132467126e-5
1386	0.0001109955725648129
1387	0.0001062103771497882
1388	0.0001154041219706415
1389	0.0001116833354899426
1390	0.0001161384898296092
1391	0.000122303197713336
1392	0.0001033127682603662
1393	0.0001089246876896747
1394	0.0001189894956041825
1395	0.0001225976399534072
1396	0.0001184167097865915
1397	0.0001028568949550389
1398	0.0001149780273408395
1399	0.0001152374813197336
1400	0.0001233426719409181
1401	0.000123885184317866
1402	0.0001197605348958556
1403	0.0001040864093132162
1404	0.0001186703727095543
1405	0.0001224281744119556
1406	0.000118156681007046
1407	0.0001261261125667563
1408	0.0001228934288519667
1409	0.0001270677930733654
1410	0.0001262382490191764
1411	0.0001244608338311082
1412	0.0001242318703589264
1413	0.0001282353781183095
1414	0.0001331207665013306
1415	0.0001395994768245146
1416	0.0001383889672676258
1417	0.0001009699723605687
1418	0.0001242012385773706
1419	0.0001323110991506838
1420	0.0001369516206371676
1421	0.0001248053886229173
1422	0.0001142158137857525
1423	0.0001237256759244096
1424	0.0001268305671449828
1425	0.0001282607548394783
1426	0.0001297876345536983
1427	0.0001183969549553391
1428	0.0001098306450633874
1429	0.0001236008144284519
1430	0.0001247062488497855
1431	0.0001314619585173203
1432	0.000138341845740797
1433	0.0001435619366626877
1434	0.000109013514399218
1435	0.0001052646845588849
1436	0.0001189470591877276
1437	0.000121744104641645
1438	0.0001200164309314762
1439	0.0001263011636183365
1440	0.0001269947897526436
