Wavenumber	Ret
0	0.010689
0	0.0111058
0	0.0115803
0	0.0118255
0	0.0117948
0	0.0116068
0	0.0113415
0	0.011036
0	0.0107213
0	0.0104285
0	0.010178
0	0.009964
0	0.009764
0	0.00957033
0	0.00940333
0	0.0092785
0	0.0091815
0	0.00910533
0	0.00904667
0	0.00892733
0	0.0086725
0	0.00845533
0	0.008536
0	0.0087775
0	0.00890717
0	0.0089785
0	0.009133
0	0.00933517
0	0.0094795
0	0.00944033
0	0.00919683
0	0.00907033
0	0.009407
0	0.0100308
0	0.0105597
0	0.0108493
0	0.0110565
0	0.011496
0	0.0121268
0	0.0126395
0	0.0133135
0	0.0146638
0	0.0162143
0	0.0171698
0	0.0173208
0	0.016881
0	0.016112
0	0.0150763
0	0.0138403
0	0.0126903
0	0.0117792
0	0.0109787
0	0.0102837
0	0.00972017
0	0.00905933
0	0.0081235
0	0.00717433
0	0.00670133
0	0.006703
0	0.00677067
0	0.00667583
0	0.00639117
0	0.00602117
0	0.005735
0	0.00565233
0	0.00592683
0	0.00650467
0	0.00706917
0	0.007513
0	0.00790383
0	0.00818483
0	0.00824
0	0.00806717
0	0.0078635
0	0.0079125
0	0.008195
0	0.00839833
0	0.00835183
0	0.00811633
0	0.00777617
0	0.00731317
0	0.00671383
0	0.0062015
0	0.00603233
0	0.00600683
0	0.005857
0	0.00565633
0	0.00549167
0	0.00527833
0	0.004976
0	0.0046805
0	0.00453283
0	0.00454067
0	0.00456417
0	0.0045245
0	0.00443517
0	0.00433167
0	0.00428267
0	0.00427033
0	0.00416983
0	0.0039465
0	0.00369817
0	0.00358817
0	0.00370433
0	0.0039015
0	0.0039935
0	0.00398267
0	0.00394817
0	0.003927
0	0.00393517
0	0.003927
0	0.0038135
0	0.0036535
0	0.0036265
0	0.003728
0	0.0037885
0	0.00377433
0	0.00379067
0	0.00387167
0	0.00395433
0	0.00398767
0	0.00396633
0	0.00392417
0	0.00390817
0	0.00392567
0	0.0039535
0	0.00397783
0	0.0039685
0	0.00389433
0	0.00379417
0	0.00372433
0	0.00368433
0	0.00369633
0	0.00378917
0	0.00390217
0	0.00396083
0	0.00395667
0	0.003878
0	0.003714
0	0.00356917
0	0.00358717
0	0.00372867
0	0.00385283
0	0.003916
0	0.00394633
0	0.00396883
0	0.00399067
0	0.00399783
0	0.00397617
0	0.00392183
0	0.003818
0	0.003681
0	0.003622
0	0.00371683
0	0.003872
0	0.00396567
0	0.003981
0	0.0039595
0	0.00394233
0	0.00394283
0	0.0039425
0	0.0039285
0	0.00391533
0	0.00393333
0	0.00398117
0	0.004019
0	0.0040315
0	0.004036
0	0.00403933
0	0.00404067
0	0.00404583
0	0.00405967
0	0.00407883
0	0.004096
0	0.00410533
0	0.0040925
0	0.00404
0	0.00397367
0	0.0039555
0	0.003991
0	0.0040455
0	0.00410533
0	0.00415267
0	0.00417067
0	0.00417267
0	0.00417417
0	0.004191
0	0.004226
0	0.00424267
0	0.00421267
0	0.00416667
0	0.00415017
0	0.0041635
0	0.004187
0	0.00421133
0	0.0042295
0	0.004234
0	0.00422867
0	0.0042235
0	0.00422617
0	0.004241
0	0.004263
0	0.00427283
0	0.00425883
0	0.0042415
0	0.00424183
0	0.00424817
0	0.00425083
0	0.004262
0	0.004289
0	0.00431767
0	0.00432833
0	0.0043165
0	0.0042925
0	0.00426267
0	0.00423633
0	0.00424433
0	0.0042905
0	0.00432683
0	0.00432867
0	0.00432783
0	0.004338
0	0.00433867
0	0.004329
0	0.00432533
0	0.00433117
0	0.0043475
0	0.00437333
0	0.004391
0	0.00439017
0	0.0043835
0	0.0043875
0	0.0044015
0	0.00441033
0	0.00440317
0	0.00438817
0	0.00438883
0	0.004417
0	0.0044475
0	0.00445233
0	0.004442
0	0.0044425
0	0.00445533
0	0.0044625
0	0.00445133
0	0.00443517
0	0.00443017
0	0.004428
0	0.00441533
0	0.00440417
0	0.00441717
0	0.00444883
0	0.00446117
0	0.0044375
0	0.0044045
0	0.0043935
0	0.00441033
0	0.00444533
0	0.00448667
0	0.00451967
0	0.00453467
0	0.004539
0	0.004547
0	0.00455317
0	0.0045435
0	0.00452
0	0.00449683
0	0.00448833
0	0.00450033
0	0.00451367
0	0.004513
0	0.00451617
0	0.00453717
0	0.00456133
0	0.0045725
0	0.00457283
0	0.00456883
0	0.00456417
0	0.004568
0	0.00458383
0	0.0046085
0	0.0046375
0	0.00466
0	0.004656
0	0.00461983
0	0.00458233
0	0.00456933
0	0.00457717
0	0.00460267
0	0.00464367
0	0.00467333
0	0.00467283
0	0.004655
0	0.0046345
0	0.004624
0	0.0046425
0	0.0046805
0	0.00470633
0	0.00471067
0	0.00469617
0	0.0046665
0	0.00465067
0	0.00467667
0	0.00472417
0	0.00475183
0	0.00474683
0	0.00472
0	0.0046935
0	0.00469067
0	0.004713
0	0.004735
0	0.0047415
0	0.004752
0	0.00478433
0	0.00481517
0	0.00480633
0	0.00476117
0	0.00473667
0	0.00476467
0	0.00481217
0	0.0048435
0	0.0048625
0	0.00487733
0	0.004883
0	0.00489117
0	0.004923
0	0.004964
0	0.004968
0	0.00493833
0	0.00492567
0	0.0049415
0	0.00495533
0	0.00495717
0	0.00495867
0	0.00496317
0	0.00497017
0	0.00497567
0	0.004973
0	0.00497217
0	0.00498983
0	0.00501667
0	0.00502967
0	0.00503233
0	0.005048
0	0.00506983
0	0.00505517
0	0.005013
0	0.00501
0	0.0050605
0	0.0051125
0	0.00513833
0	0.00514417
0	0.00513033
0	0.0051115
0	0.00511017
0	0.00512167
0	0.00514083
0	0.00516617
0	0.00517483
0	0.00516317
0	0.0051665
0	0.00519783
0	0.00522733
0	0.00522633
0	0.00519667
0	0.0051655
0	0.00517117
0	0.00522567
0	0.00530233
0	0.0053775
0	0.00546033
0	0.005555
0	0.00564867
0	0.00574167
0	0.00584833
0	0.005973
0	0.00610267
0	0.00624467
0	0.00644467
0	0.00672383
0	0.007019
0	0.00723467
0	0.00733967
0	0.007408
0	0.007554
0	0.007848
0	0.00826817
0	0.00873417
0	0.00918717
0	0.009576
0	0.009822
0	0.00990233
0	0.00992983
0	0.0100458
0	0.0102482
0	0.0104455
0	0.0105953
0	0.0106333
0	0.010367
0	0.00973683
0	0.00914217
0	0.00901567
0	0.00945133
0	0.0102607
0	0.0110927
0	0.0116818
0	0.0119465
0	0.011988
0	0.0119682
0	0.0117877
0	0.01131
0	0.0106037
0	0.00978483
0	0.00892733
0	0.00811833
0	0.00741317
0	0.00682117
0	0.00636033
0	0.00602483
0	0.005749
0	0.00550583
0	0.00533583
0	0.0052535
0	0.00522117
0	0.0052125
0	0.00521867
0	0.00522183
0	0.0052145
0	0.0052095
0	0.00521317
0	0.005225
0	0.00524217
0	0.0052515
0	0.0052445
0	0.00523467
0	0.00523183
0	0.00522933
0	0.005225
0	0.00522833
0	0.00523717
0	0.00523533
0	0.00521683
0	0.00520133
0	0.0052055
0	0.00521233
0	0.00519717
0	0.00518467
0	0.00520283
0	0.005221
0	0.00520967
0	0.00519983
0	0.00522467
0	0.00526633
0	0.0052885
0	0.00528883
0	0.00529783
0	0.005324
0	0.00533333
0	0.00530483
0	0.00525983
0	0.00523583
0	0.00523883
0	0.00525133
0	0.00526467
0	0.00527133
0	0.00525583
0	0.00523
0	0.00522683
0	0.0052625
0	0.0053185
0	0.00535533
0	0.005352
0	0.00532133
0	0.00528667
0	0.00527333
0	0.00530167
0	0.00535383
0	0.005383
0	0.00538367
0	0.00539817
0	0.00543617
0	0.0054595
0	0.00544783
0	0.00542167
0	0.00540383
0	0.005394
0	0.00538017
0	0.00536267
0	0.00536133
0	0.0053915
0	0.00543233
0	0.00545433
0	0.00546983
0	0.00549767
0	0.00552933
0	0.00554933
0	0.00554767
0	0.00552333
0	0.00550967
0	0.00552867
0	0.00554317
0	0.0055205
0	0.00549033
0	0.00549217
0	0.00552433
0	0.00555567
0	0.00556333
0	0.00554683
0	0.00551967
0	0.0055075
0	0.00552483
0	0.0055535
0	0.00557517
0	0.00560267
0	0.00563983
0	0.00566767
0	0.005674
0	0.00565833
0	0.0056265
0	0.00559783
0	0.0055895
0	0.00560267
0	0.00563467
0	0.00566867
0	0.00568533
0	0.00568617
0	0.00567833
0	0.00566783
0	0.0056745
0	0.00570333
0	0.00573467
0	0.00575883
0	0.0057795
0	0.00579717
0	0.005814
0	0.00582983
0	0.00583783
0	0.00584383
0	0.0058645
0	0.005894
0	0.00591417
0	0.00592217
0	0.00592167
0	0.00591517
0	0.0058975
0	0.00586317
0	0.0058285
0	0.00581583
0	0.0058285
0	0.00585933
0	0.00588783
0	0.005897
0	0.00589333
0	0.00589333
0	0.00591033
0	0.00594283
0	0.00597733
0	0.00601183
0	0.006046
0	0.00607233
0	0.00609317
0	0.00611617
0	0.00613017
0	0.00612817
0	0.006127
0	0.006131
0	0.00611783
0	0.0061015
0	0.0061255
0	0.0061765
0	0.0062025
0	0.00619783
0	0.00618883
0	0.00618983
0	0.00620967
0	0.00624667
0	0.00627017
0	0.00625867
0	0.006236
0	0.00623017
0	0.00624533
0	0.00628
0	0.00632417
0	0.00635833
0	0.0063775
0	0.00639567
0	0.00642767
0	0.00647933
0	0.00654367
0	0.00659883
0	0.00662917
0	0.0066445
0	0.00665433
0	0.00665167
0	0.0066375
0	0.0066335
0	0.00665617
0	0.00669283
0	0.00671317
0	0.00670033
0	0.0066685
0	0.006646
0	0.00665183
0	0.006686
0	0.006721
0	0.006726
0	0.0067085
0	0.0066905
0	0.00666583
0	0.00664083
0	0.006642
0	0.00666717
0	0.0066985
0	0.00672617
0	0.006744
0	0.00674767
0	0.00675333
0	0.0067885
0	0.006847
0	0.00687767
0	0.0068515
0	0.00679933
0	0.00676617
0	0.006766
0	0.00680067
0	0.00685167
0	0.0068905
0	0.00691883
0	0.00694467
0	0.0069545
0	0.006953
0	0.00695767
0	0.0069675
0	0.0069875
0	0.0070325
0	0.007093
0	0.0071385
0	0.0071665
0	0.007222
0	0.00733283
0	0.00746183
0	0.0075705
0	0.00767517
0	0.0078055
0	0.00796683
0	0.00816317
0	0.00837917
0	0.00856833
0	0.00870033
0	0.00877967
0	0.00883533
2.831	0.00889917
0	0.00897917
0	0.00906483
0	0.00916917
0	0.00933533
0	0.0095745
0	0.00984267
0	0.0101033
0	0.0103592
0	0.0106092
0	0.0108417
0	0.0110693
0	0.0113085
0	0.0115322
2.858	0.011723
0	0.0119128
0	0.0121053
0	0.0122217
0	0.012199
0	0.0120727
0	0.0119113
0	0.0117363
0	0.0115385
0	0.0113407
0	0.0112077
0	0.0111643
0	0.0111658
0	0.011189
2.885	0.0112532
0	0.0113658
0	0.0115232
0	0.0117185
0	0.0119225
0	0.0121122
0	0.0123152
0	0.0125702
0	0.0128677
0	0.013161
0	0.013422
0	0.0136602
0	0.0139018
0	0.0141622
2.912	0.0144472
0	0.01476
0	0.0150977
0	0.0154532
0	0.0158092
0	0.0161445
0	0.0164438
0	0.0166692
0	0.016767
0	0.0167243
0	0.016583
0	0.0163892
0	0.016153
0	0.015875
2.939	0.0155745
0	0.015278
0	0.0150103
0	0.014791
0	0.0146228
0	0.0145052
0	0.0144553
0	0.0144788
0	0.014518
0	0.0144915
0	0.014381
0	0.0142152
0	0.0139888
0	0.0136577
2.966	0.0132157
0	0.0127237
0	0.0122412
0	0.0117958
0	0.0113938
0	0.0110273
0	0.0106998
0	0.0104372
0	0.010235
0	0.0100507
0	0.009858
0	0.0096565
0	0.00945833
0	0.00927367
2.993	0.0091015
0	0.00894917
0	0.0088185
0	0.00867983
0	0.00852833
0	0.00839733
0	0.00827867
0	0.00813783
0	0.007989
0	0.00786033
0	0.00775267
0	0.00767517
0	0.00764183
0	0.00762733
3.02	0.0075905
0	0.0075295
0	0.00746717
0	0.007407
0	0.00734433
0	0.00729567
0	0.007277
0	0.0072805
0	0.00729717
0	0.00732233
0	0.00734117
0	0.007352
0	0.00736483
0	0.00736033
0	0.00731067
0	0.00722583
0	0.0071275
0	0.00702483
0	0.00693383
0	0.0068755
0	0.00684983
0	0.00682767
0	0.006789
0	0.006751
0	0.0067325
0	0.006729
0	0.00673167
0	0.00672883
0	0.0067095
0	0.00668533
0	0.00667317
0	0.006668
0	0.0066695
0	0.00668483
0	0.00669083
0	0.00665983
0	0.00662117
0	0.0066125
0	0.00661183
0	0.00658333
0	0.00655283
0	0.00657083
0	0.00664167
0	0.00671667
0	0.00673983
0	0.00669933
0	0.0066305
0	0.00657017
0	0.00654133
0	0.00654783
0	0.00656867
0	0.0065885
0	0.00660717
0	0.00662717
0	0.0066545
0	0.0066955
0	0.00673517
0	0.00674483
0	0.00672133
0	0.00668967
0	0.00666617
0	0.0066505
0	0.00664483
0	0.0066615
0	0.00670117
0	0.006741
0	0.00677483
0	0.00681817
0	0.00685333
0	0.00684033
0	0.00679033
0	0.00675917
0	0.0067775
0	0.00682567
0	0.00686483
0	0.00689217
0	0.00693067
0	0.00697017
0	0.00698617
0	0.00699083
0	0.00699917
0	0.0070045
0	0.00701
0	0.00703167
0	0.007062
0	0.007091
0	0.00711567
0	0.00711733
0	0.00709933
0	0.00708883
0	0.00709617
0	0.00712783
0	0.00717783
0	0.00720633
0	0.00720817
0	0.0072295
0	0.007273
0	0.00727867
0	0.00723667
0	0.00720183
0	0.00718767
0	0.00717017
0	0.00715867
0	0.00718017
0	0.00722983
0	0.00726933
0	0.007269
0	0.00724533
0	0.00724267
0	0.007283
0	0.00734783
0	0.0074095
0	0.00745283
0	0.007466
0	0.00744683
0	0.00742867
0	0.00744783
0	0.007495
0	0.0075335
0	0.00754567
0	0.0075445
0	0.00755183
0	0.00757033
0	0.00758517
0	0.007594
0	0.00761833
0	0.00767083
0	0.00773117
0	0.00775617
0	0.00772267
0	0.0076675
0	0.00766017
0	0.00772267
0	0.0077995
0	0.00782633
0	0.00780633
0	0.007788
0	0.00779183
0	0.00781917
0	0.0078815
0	0.00795583
0	0.00798733
0	0.00797483
0	0.0079705
0	0.0079965
0	0.00802517
0	0.00805033
0	0.0080885
0	0.008124
0	0.00811683
0	0.00806333
0	0.008003
0	0.0079775
0	0.00799117
0	0.00802567
0	0.008066
0	0.00809133
0	0.00808183
0	0.00806617
0	0.00808283
0	0.00812267
0	0.00815983
0	0.00818933
0	0.00821133
0	0.00822117
0	0.00821467
0	0.00819533
0	0.008178
0	0.00817467
0	0.00818367
0	0.00820383
0	0.00823483
0	0.00826167
0	0.00827283
0	0.00827567
0	0.00827983
0	0.00828817
0	0.0082855
0	0.008256
0	0.00821483
0	0.00818733
0	0.00817767
0	0.008192
0	0.0082365
0	0.00828067
0	0.00828817
0	0.008264
0	0.00824883
0	0.00826867
0	0.008302
0	0.00830667
0	0.00826417
0	0.0082035
0	0.00817317
0	0.00817317
0	0.008168
0	0.00815167
0	0.00816383
0	0.0082215
0	0.008278
0	0.0082825
0	0.00824933
0	0.00822033
0	0.00820917
0	0.0082065
0	0.00820083
0	0.00818267
0	0.00815567
0	0.0081275
0	0.00809467
0	0.00806883
0	0.0080805
0	0.00812467
0	0.008158
0	0.00815317
0	0.0081095
0	0.00805183
0	0.00800767
0	0.0079735
0	0.00794067
0	0.00792083
0	0.007913
0	0.00791233
0	0.0079395
0	0.00799617
0	0.00804217
0	0.008047
0	0.00801867
0	0.00796467
0	0.00788333
0	0.00779883
0	0.00774967
0	0.00772667
0	0.00768617
0	0.00762417
0	0.0075895
0	0.00761383
0	0.00766067
0	0.007658
0	0.00759567
0	0.00754433
0	0.00753417
0	0.00752133
0	0.00748917
0	0.00748317
0	0.0075255
0	0.0075645
0	0.00755233
0	0.007498
0	0.00742383
0	0.00736183
0	0.00733733
0	0.00732517
0	0.00730033
0	0.00727617
0	0.00725383
0	0.007215
0	0.007159
0	0.0071035
0	0.0070515
0	0.00699267
0	0.00693683
0	0.006912
0	0.00692783
0	0.006975
0	0.00702533
0	0.00704317
0	0.007026
0	0.0069955
0	0.0069585
0	0.00689417
0	0.00678367
0	0.00666483
0	0.006615
0	0.006644
0	0.00667133
0	0.00665233
0	0.0066365
0	0.006654
0	0.00667983
0	0.00669433
0	0.00666183
0	0.00652583
0	0.00633317
0	0.006264
0	0.0063885
0	0.00653917
0	0.00657483
0	0.00654933
0	0.00654367
0	0.00653333
0	0.00647933
0	0.00638683
0	0.006279
0	0.00622467
0	0.00628317
0	0.00638683
0	0.00642733
0	0.00641067
0	0.00640083
0	0.0064165
0	0.0064425
0	0.0064485
0	0.00637783
0	0.006213
0	0.00604233
0	0.005965
0	0.0059835
0	0.00604067
0	0.00607083
0	0.006085
0	0.006194
0	0.0063845
0	0.00644683
0	0.00624733
0	0.00594233
0	0.00585917
0	0.00606433
0	0.00631417
0	0.00646817
0	0.00654933
0	0.00657633
0	0.00654817
0	0.00642783
0	0.00613067
0	0.0056795
0	0.0053505
0	0.00541833
0	0.005729
0	0.00596183
0	0.00609867
0	0.00626
0	0.00640017
0	0.00643283
0	0.0063545
0	0.006155
0	0.005862
0	0.00562117
0	0.00549083
0	0.00540667
0	0.00548283
0	0.00582883
0	0.00622583
0	0.006452
0	0.00647767
0	0.006308
0	0.00603783
0	0.0059295
0	0.0061145
0	0.00640133
0	0.00658467
0	0.00664283
0	0.006613
0	0.00654233
0	0.00651433
0	0.00651267
0	0.00639783
0	0.006141
0	0.00592517
0	0.0059365
0	0.00612517
0	0.00631167
0	0.00641583
0	0.00645633
0	0.0064655
0	0.00647517
0	0.00651483
0	0.00654017
0	0.00643467
0	0.00616433
0	0.005866
0	0.005746
0	0.005885
0	0.00605233
0	0.005916
0	0.00552567
0	0.00527517
0	0.00523517
0	0.00518483
0	0.0052235
0	0.005522
0	0.00586433
0	0.00601633
0	0.00604717
0	0.00610017
0	0.00615433
0	0.00615367
0	0.00613083
0	0.00611683
0	0.00614483
0	0.00623883
0	0.006322
0	0.00631417
0	0.0062525
0	0.00622367
0	0.006247
0	0.0062765
0	0.0063
0	0.00635633
0	0.006447
0	0.0065115
0	0.00647183
0	0.0063215
0	0.00611233
0	0.00587617
0	0.0057165
0	0.0057415
0	0.005851
0	0.00597233
0	0.00616833
0	0.00633917
0	0.006288
0	0.0060425
0	0.00581783
0	0.0056905
0	0.00564433
0	0.005776
0	0.0060415
0	0.00623033
0	0.006267
0	0.00620317
0	0.006098
0	0.005967
0	0.00580117
0	0.0056845
0	0.0057145
0	0.005849
0	0.00601733
0	0.00619
0	0.00625783
0	0.00604033
0	0.0055155
0	0.0050925
0	0.0052655
0	0.00581217
0	0.006187
0	0.00623117
0	0.006109
0	0.00600233
0	0.00592233
0	0.00583017
0	0.00583033
0	0.00599217
0	0.00619483
0	0.0062955
0	0.00626467
0	0.00620467
0	0.00619233
0	0.0061815
0	0.00618067
0	0.00620867
0	0.00619867
0	0.00619067
0	0.00627267
0	0.006336
0	0.0062535
0	0.00608517
0	0.00595883
0	0.00596783
0	0.006156
0	0.00640817
0	0.0065375
0	0.00653067
0	0.00648817
0	0.00642283
0	0.00634133
0	0.00633817
0	0.00642883
0	0.00650033
0	0.00650183
0	0.00647483
0	0.00643417
0	0.00638467
0	0.006386
0	0.006473
0	0.00657933
0	0.0066185
0	0.00658417
0	0.00653333
0	0.0065065
0	0.00650617
0	0.00653267
0	0.00657817
0	0.00660383
0	0.00659167
0	0.00657133
0	0.0065665
0	0.00656367
0	0.006553
0	0.00655717
0	0.00660117
0	0.00666817
0	0.00669683
0	0.006665
0	0.00663583
0	0.00666217
0	0.00671317
0	0.00674417
0	0.00674967
0	0.0067455
0	0.00673933
0	0.00672517
0	0.00669967
0	0.0066865
0	0.00672
0	0.00678733
0	0.006827
0	0.00680467
0	0.00674733
0	0.00669983
